-27.0369813;-49.7130826;10;10/-27.0369813/-49.7130826
-2.5319034;-44.2194616;15;15/-2.5319034/-44.2194616
-25.4276206;-49.218275;15;15/-25.4276206/-49.218275
-2.5319034;-44.2194616;15;15/-2.5319034/-44.2194616
-22.9009289;-43.1795499;15;15/-22.9009289/-43.1795499
-16.594959;-49.2726977;13;13/-16.594959/-49.2726977
-16.7004627;-49.2703516;15;15/-16.7004627/-49.2703516
-16.6994184;-49.2701337;15;15/-16.6994184/-49.2701337
-16.6994184;-49.2701337;15;15/-16.6994184/-49.2701337
44.974722;-93.272976;17;17/44.974722/-93.272976
-27.7576195;-48.6514987;10;10/-27.7576195/-48.6514987
29.7645365;-95.4720125;13;13/29.7645365/-95.4720125
-16.690126;-49.2695405;14;14/-16.690126/-49.2695405
29.7850025;-95.6711431;8;8/29.7850025/-95.6711431
-16.6027952;-49.2588101;15;15/-16.6027952/-49.2588101
29.720226;-95.404805;15;15/29.720226/-95.404805
29.7218083;-95.3969738;17;17/29.7218083/-95.3969738
29.816037;-95.521637;12;12/29.816037/-95.521637
29.7196289;-95.399191;15;15/29.7196289/-95.399191
-15.7217621;-47.9373578;11;11/-15.7217621/-47.9373578
-15.7217621;-47.9373578;11;11/-15.7217621/-47.9373578
-17.0622376;-50.1732007;13;13/-17.0622376/-50.1732007
-17.0485958;-50.1457778;15;15/-17.0485958/-50.1457778
-19.8553444;-40.4289805;11;11/-19.8553444/-40.4289805
54.9058038;-77.3630966;5;5/54.9058038/-77.3630966
-20.3050336;-40.303757;15;15/-20.3050336/-40.303757
-15.9471832;-49.5790826;7;7/-15.9471832/-49.5790826
-14.864311;-40.8429771;13;13/-14.864311/-40.8429771
46.3365448;-66.4120166;6;6/46.3365448/-66.4120166
-22.9009167;-43.1795591;15;15/-22.9009167/-43.1795591
-25.4276206;-49.218275;15;15/-25.4276206/-49.218275
-15.783969;-47.884849;15;15/-15.783969/-47.884849
-16.6428184;-49.2624666;11;11/-16.6428184/-49.2624666
-16.7010434;-49.2705099;15;15/-16.7010434/-49.2705099
-16.6051744;-49.2689362;15;15/-16.6051744/-49.2689362
-15.7782045;-47.951754;12;12/-15.7782045/-47.951754
-16.6051744;-49.2689362;15;15/-16.6051744/-49.2689362
-16.67176;-49.257585;15;15/-16.67176/-49.257585
-14.038866;-47.622971;17;17/-14.038866/-47.622971
-16.7007249;-49.2705099;15;15/-16.7007249/-49.2705099
-16.7007204;-49.2705693;15;15/-16.7007204/-49.2705693
-16.7007204;-49.2705693;15;15/-16.7007204/-49.2705693
-16.7007204;-49.2705693;15;15/-16.7007204/-49.2705693
-26.601598;-48.989383;17;17/-26.601598/-48.989383
-16.4451722;-49.5285266;13;13/-16.4451722/-49.5285266
38.6422632;-90.2338484;15;15/38.6422632/-90.2338484
-23.6137347;-46.725308;15;15/-23.6137347/-46.725308
-16.6725655;-49.2587195;16;16/-16.6725655/-49.2587195
-16.6958759;-49.3042674;11;11/-16.6958759/-49.3042674
-16.6725655;-49.2587195;16;16/-16.6725655/-49.2587195
29.717394;-95.401831;13;13/29.717394/-95.401831
-16.6463845;-49.2421797;16;16/-16.6463845/-49.2421797
-16.7240109;-49.2574244;14;14/-16.7240109/-49.2574244
-15.780552;-47.818101;11;11/-15.780552/-47.818101
-16.7014459;-49.2701535;15;15/-16.7014459/-49.2701535
-16.7041478;-49.2704901;15;15/-16.7041478/-49.2704901
-16.7086672;-49.2692319;13;13/-16.7086672/-49.2692319
-16.7043538;-49.2704901;15;15/-16.7043538/-49.2704901
-16.687378;-49.433198;15;15/-16.687378/-49.433198
-18.446891;-50.45664;18;18/-18.446891/-50.45664
30.5279636;-97.7037956;6;6/30.5279636/-97.7037956
43.962672;-78.9567232;14;14/43.962672/-78.9567232
-18.446891;-50.45664;18;18/-18.446891/-50.45664
-16.7036426;-49.2714405;15;15/-16.7036426/-49.2714405
-16.602784;-49.2588003;15;15/-16.602784/-49.2588003
-16.6428184;-49.2624666;11;11/-16.6428184/-49.2624666
-16.6041781;-49.2667679;16;16/-16.6041781/-49.2667679
-15.8363235;-48.040086;18;18/-15.8363235/-48.040086
-16.72659;-49.262713;13;13/-16.72659/-49.262713
-16.705829;-49.248676;15;15/-16.705829/-49.248676
-16.6051744;-49.2689362;15;15/-16.6051744/-49.2689362
-16.9555921;-51.8120147;14;14/-16.9555921/-51.8120147
-16.6958759;-49.3042674;11;11/-16.6958759/-49.3042674
-22.9029762;-43.1794343;17;17/-22.9029762/-43.1794343
-16.7250384;-49.3297188;15;15/-16.7250384/-49.3297188
-16.7178106;-49.2588003;15;15/-16.7178106/-49.2588003
-16.726565;-49.3129166;15;15/-16.726565/-49.3129166
